Datetime,PowerOut,ArrayPower,Service,DelvrEff,BatSoc,BatDrain,BatPwr,Warn,Month,DayofMonth,DayofYear,AC_Load,DC_Load,Total_Load
2021-08-16 20:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,99.35479761152456,-4.26530612244898,1309.9438193169199,,8,16,228,0.0,3.5,3.5
2021-08-16 21:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,99.03128860274272,-4.26530612244898,1304.9053509711532,,8,16,228,0.0,3.5,3.5
2021-08-16 22:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,98.70758791343454,-4.26530612244898,1299.8664294050093,,8,16,228,0.0,3.5,3.5
2021-08-16 23:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,98.3836945736765,-4.26530612244898,1294.8270523446074,,8,16,228,0.0,3.5,3.5
2021-08-17 00:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,98.05960760464507,-4.26530612244898,1289.7872174953654,,8,17,229,0.0,3.5,3.5
2021-08-17 01:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,97.73532601849844,-4.26530612244898,1284.7469225417265,,8,17,229,0.0,3.5,3.5
2021-08-17 02:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,97.41084881825616,-4.26530612244898,1279.7061651468816,,8,17,229,0.0,3.5,3.5
2021-08-17 03:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,97.0861749976766,-4.26530612244898,1274.664942952487,,8,17,229,0.0,3.5,3.5
2021-08-17 04:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,96.76130354113243,-4.26530612244898,1269.623253578376,,8,17,229,0.0,3.5,3.5
2021-08-17 05:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,96.43623342348381,-4.26530612244898,1264.581094622268,,8,17,229,0.0,3.5,3.5
2021-08-17 06:00:00-06:00,3.877551020408163,0.007789190774572295,1.0,1.0,96.11155760919765,-4.257516931674408,1259.5476699815608,,8,17,229,0.0,3.5,3.5
2021-08-17 07:00:00-06:00,3.877551020408163,9.454772994402584,1.0,0.4101157185586319,96.44154892017366,4.324555726628003,1264.6635221608005,,8,17,229,0.0,3.5,3.5
2021-08-17 08:00:00-06:00,3.877551020408163,40.77191699350443,1.0,0.09510347578275297,98.76150335636439,30.422175725879548,1300.7055337882396,,8,17,229,0.0,3.5,3.5
